,group,names,scores,logfoldchanges,pvals,pvals_adj,cell_type,abs_logfoldchanges
18554,Ruxolitinib phosphate,ANKRD10,-1.4220519,-0.26458052,0.15501117993831498,0.524399239557157,CD8 Central Memory,0.26458052
18555,Ruxolitinib phosphate,HK1,-1.4369721,-0.30190474,0.1507259160498869,0.5153587485760516,CD8 Central Memory,0.30190474
18556,Ruxolitinib phosphate,HIF1A,-1.4379486,-0.27751842,0.1504486298975367,0.5153587485760516,CD8 Central Memory,0.27751842
18557,Ruxolitinib phosphate,WDTC1,-1.4437623,-0.27540064,0.14880585392867843,0.5115969854076878,CD8 Central Memory,0.27540064
18558,Ruxolitinib phosphate,AKT1,-1.4461695,-0.29948112,0.1481296652425244,0.5106790669134543,CD8 Central Memory,0.29948112
18559,Ruxolitinib phosphate,MAP3K4,-1.446601,-0.34422162,0.14800871008588548,0.5106790669134543,CD8 Central Memory,0.34422162
18560,Ruxolitinib phosphate,LBR,-1.4567294,-0.2681166,0.1451910734396879,0.5033290545909181,CD8 Central Memory,0.2681166
18561,Ruxolitinib phosphate,IKZF2,-1.4677436,-0.24103953,0.14217387860551498,0.4956229064236947,CD8 Central Memory,0.24103953
18562,Ruxolitinib phosphate,MAP3K5,-1.4686747,-0.28122768,0.14192104058275623,0.4956229064236947,CD8 Central Memory,0.28122768
18563,Ruxolitinib phosphate,RNF149,-1.4877734,-0.26042002,0.1368106431299415,0.48505591655161084,CD8 Central Memory,0.26042002
18564,Ruxolitinib phosphate,AGL,-1.4909074,-0.47769082,0.1359858086500948,0.48350509742255926,CD8 Central Memory,0.47769082
18565,Ruxolitinib phosphate,CKAP5,-1.509007,-0.31705034,0.13129700847771306,0.4728207718981034,CD8 Central Memory,0.31705034
18566,Ruxolitinib phosphate,SUSD3,-1.5234503,-0.3661921,0.12764610004762994,0.463088176916983,CD8 Central Memory,0.3661921
18567,Ruxolitinib phosphate,GFUS,-1.5254941,-0.3165652,0.12713590238980532,0.4625819422229651,CD8 Central Memory,0.3165652
18568,Ruxolitinib phosphate,CARD11,-1.5370306,-0.3270795,0.12428582124762308,0.4548845896567801,CD8 Central Memory,0.3270795
18569,Ruxolitinib phosphate,SKAP1,-1.5451607,-0.4142771,0.12230741875635188,0.45159662310037624,CD8 Central Memory,0.4142771
18570,Ruxolitinib phosphate,NPC1,-1.5703455,-0.28872317,0.11633474257838243,0.43468790041263855,CD8 Central Memory,0.28872317
18571,Ruxolitinib phosphate,NOSIP,-1.6088837,-0.30861217,0.10764176840117519,0.4070815968626262,CD8 Central Memory,0.30861217
18572,Ruxolitinib phosphate,HERC6,-1.6130168,-0.7924735,0.10674084214410985,0.40521968527853597,CD8 Central Memory,0.7924735
18573,Ruxolitinib phosphate,SH3BP5,-1.6147655,-0.3452935,0.10636148455886632,0.40521968527853597,CD8 Central Memory,0.3452935
18574,Ruxolitinib phosphate,CTNNAL1,-1.6178313,-0.30298266,0.10569895766114099,0.40463895448191395,CD8 Central Memory,0.30298266
18575,Ruxolitinib phosphate,PHF10,-1.6181719,-0.25465277,0.1056255460880189,0.40463895448191395,CD8 Central Memory,0.25465277
18576,Ruxolitinib phosphate,ATG5,-1.6310483,-0.33343297,0.10288013080515257,0.39627902236058765,CD8 Central Memory,0.33343297
18577,Ruxolitinib phosphate,IRAK4,-1.635136,-0.30214697,0.10202053778574792,0.3960639504476616,CD8 Central Memory,0.30214697
18578,Ruxolitinib phosphate,GTF2E2,-1.6357946,-0.31958604,0.10188258403349543,0.3960639504476616,CD8 Central Memory,0.31958604
18579,Ruxolitinib phosphate,FIS1,-1.6480805,-0.32465696,0.0993361569120026,0.3898475592018215,CD8 Central Memory,0.32465696
18580,Ruxolitinib phosphate,CD79A,-1.6602528,-0.5410844,0.09686360207276579,0.38254992211016364,CD8 Central Memory,0.5410844
18581,Ruxolitinib phosphate,POLD4,-1.682917,-0.5809697,0.09239116099451043,0.3686459610761576,CD8 Central Memory,0.5809697
18582,Ruxolitinib phosphate,BTN3A1,-1.7100322,-0.42811817,0.087259909970126,0.3549462946168174,CD8 Central Memory,0.42811817
18583,Ruxolitinib phosphate,SCAND1,-1.7127801,-0.44727597,0.08675300090981994,0.3549462946168174,CD8 Central Memory,0.44727597
18584,Ruxolitinib phosphate,ITGA5,-1.7185937,-0.29456186,0.08568836796049657,0.35177330004835433,CD8 Central Memory,0.29456186
18585,Ruxolitinib phosphate,BST2,-1.7238396,-0.35770133,0.0847367891799556,0.34901489404813396,CD8 Central Memory,0.35770133
18586,Ruxolitinib phosphate,CEP57,-1.7239987,-0.29593945,0.08470808744619406,0.34901489404813396,CD8 Central Memory,0.29593945
18587,Ruxolitinib phosphate,ARHGAP1,-1.72468,-0.31758648,0.08458516908001418,0.34901489404813396,CD8 Central Memory,0.31758648
18588,Ruxolitinib phosphate,STAMBP,-1.7268374,-0.36392215,0.08419687932448325,0.34901489404813396,CD8 Central Memory,0.36392215
18589,Ruxolitinib phosphate,IQGAP1,-1.7399181,-0.33653468,0.08187340515165344,0.3428792269438372,CD8 Central Memory,0.33653468
18590,Ruxolitinib phosphate,SMAD2,-1.7764351,-0.31917378,0.07566123110591678,0.3242507404573158,CD8 Central Memory,0.31917378
18591,Ruxolitinib phosphate,DMTF1,-1.7785016,-0.33032584,0.07532149845424294,0.32414217265825923,CD8 Central Memory,0.33032584
18592,Ruxolitinib phosphate,TOMM70,-1.7814766,-0.31722054,0.07483462050937463,0.3231612678051887,CD8 Central Memory,0.31722054
18593,Ruxolitinib phosphate,BAX,-1.7822487,-0.27109158,0.07470867626769233,0.3231612678051887,CD8 Central Memory,0.27109158
18594,Ruxolitinib phosphate,GSK3B,-1.7859731,-0.3085682,0.07410361011567344,0.32223451367372985,CD8 Central Memory,0.3085682
18595,Ruxolitinib phosphate,JAK2,-1.7891525,-0.41615543,0.07359026467262339,0.3211211549350839,CD8 Central Memory,0.41615543
18596,Ruxolitinib phosphate,FRYL,-1.8468121,-0.2821749,0.06477437495093799,0.28666106361266175,CD8 Central Memory,0.2821749
18597,Ruxolitinib phosphate,LGALS3,-1.8483337,-0.32233614,0.06455408908765822,0.28666106361266175,CD8 Central Memory,0.32233614
18598,Ruxolitinib phosphate,CFLAR,-1.8528074,-0.26931894,0.06390996197897231,0.284855830534848,CD8 Central Memory,0.26931894
18599,Ruxolitinib phosphate,BID,-1.8572131,-0.42208585,0.06328084036519743,0.2830626837841089,CD8 Central Memory,0.42208585
18600,Ruxolitinib phosphate,MYCBP2,-1.8636626,-0.7050904,0.0623690956947835,0.28013116988021153,CD8 Central Memory,0.7050904
18601,Ruxolitinib phosphate,ISG20,-1.8681364,-0.29659158,0.06174305755801785,0.2791859993927764,CD8 Central Memory,0.29659158
18602,Ruxolitinib phosphate,KDM5B,-1.8801953,-0.3032842,0.060081477116610965,0.2726606670601109,CD8 Central Memory,0.3032842
18603,Ruxolitinib phosphate,CPNE3,-1.8961146,-0.3629923,0.057944886914160394,0.2658647752532065,CD8 Central Memory,0.3629923
18604,Ruxolitinib phosphate,ACOT9,-1.8982494,-0.4314446,0.057663243568168834,0.26554881170876277,CD8 Central Memory,0.4314446
18605,Ruxolitinib phosphate,CD84,-1.9075602,-0.42263523,0.056448073535252385,0.26384717517601114,CD8 Central Memory,0.42263523
18606,Ruxolitinib phosphate,NMT1,-1.9087411,-0.35187972,0.056295488767244974,0.26384717517601114,CD8 Central Memory,0.35187972
18607,Ruxolitinib phosphate,NGRN,-1.9103535,-0.48209178,0.05608770652596834,0.26384717517601114,CD8 Central Memory,0.48209178
18608,Ruxolitinib phosphate,FAM20B,-1.9247968,-0.56573385,0.05425477751644752,0.257641202527213,CD8 Central Memory,0.56573385
18609,Ruxolitinib phosphate,NFATC2,-1.925955,-0.1909337,0.05410998735538526,0.257641202527213,CD8 Central Memory,0.1909337
18610,Ruxolitinib phosphate,MYD88,-1.9376959,-0.2745891,0.05266033398163468,0.25276960311184643,CD8 Central Memory,0.2745891
18611,Ruxolitinib phosphate,GZMK,-1.9548644,-0.43881366,0.050599082762423996,0.24381334087839823,CD8 Central Memory,0.43881366
18612,Ruxolitinib phosphate,PPIE,-1.9645387,-0.39209744,0.049467659704858793,0.23957826627650414,CD8 Central Memory,0.39209744
18613,Ruxolitinib phosphate,SH2D1A,-1.9674909,-0.32757807,0.04912664538025298,0.23957826627650414,CD8 Central Memory,0.32757807
18614,Ruxolitinib phosphate,TBK1,-1.9721464,-0.4924419,0.048592901606015634,0.23875567403270673,CD8 Central Memory,0.4924419
18615,Ruxolitinib phosphate,LAMP1,-1.9874072,-0.33067492,0.04687729046353152,0.23369242904627466,CD8 Central Memory,0.33067492
18616,Ruxolitinib phosphate,DNAJB2,-2.0416377,-0.3643092,0.04118748231099113,0.20895112977283306,CD8 Central Memory,0.3643092
18617,Ruxolitinib phosphate,GIMAP7,-2.0619628,-0.31341273,0.03921127880574074,0.1997374528553651,CD8 Central Memory,0.31341273
18618,Ruxolitinib phosphate,KLRG1,-2.064529,-0.42790172,0.03896758977460818,0.19930963950291397,CD8 Central Memory,0.42790172
18619,Ruxolitinib phosphate,CASK,-2.0712056,-0.42680812,0.038339587164507825,0.19690454642512661,CD8 Central Memory,0.42680812
18620,Ruxolitinib phosphate,IL12RB1,-2.0787678,-0.6983769,0.03763868984330981,0.19410365671260593,CD8 Central Memory,0.6983769
18621,Ruxolitinib phosphate,LGALS8,-2.081425,-0.3585553,0.03739503066924489,0.19364729574779097,CD8 Central Memory,0.3585553
18622,Ruxolitinib phosphate,CAST,-2.0838776,-0.24013059,0.037171307369976835,0.19329079832387952,CD8 Central Memory,0.24013059
18623,Ruxolitinib phosphate,GAB2,-2.0933475,-0.54341793,0.03631815024881562,0.1904413929013525,CD8 Central Memory,0.54341793
18624,Ruxolitinib phosphate,PRKACA,-2.1147172,-0.40390003,0.03445406004107289,0.18297305077131476,CD8 Central Memory,0.40390003
18625,Ruxolitinib phosphate,RSU1,-2.136314,-0.40430582,0.03265382915926217,0.17490119652686345,CD8 Central Memory,0.40430582
18626,Ruxolitinib phosphate,TFEB,-2.156026,-0.56921685,0.03108164144421414,0.16865168922773585,CD8 Central Memory,0.56921685
18627,Ruxolitinib phosphate,DYNLT3,-2.1723769,-0.37284955,0.02982725169055213,0.16398418550576677,CD8 Central Memory,0.37284955
18628,Ruxolitinib phosphate,TAPBP,-2.173308,-0.20240587,0.029757150047060203,0.16398418550576677,CD8 Central Memory,0.20240587
18629,Ruxolitinib phosphate,RASA1,-2.1783721,-0.41057387,0.029378341149202906,0.16295186557424546,CD8 Central Memory,0.41057387
18630,Ruxolitinib phosphate,MAPK3,-2.2035117,-0.8087804,0.027558705108058485,0.1542298832953228,CD8 Central Memory,0.8087804
18631,Ruxolitinib phosphate,MACF1,-2.2038977,-0.37895826,0.02753153677213755,0.1542298832953228,CD8 Central Memory,0.37895826
18632,Ruxolitinib phosphate,CD37,-2.2143443,-0.32468635,0.026805113776984597,0.15137005427003067,CD8 Central Memory,0.32468635
18633,Ruxolitinib phosphate,CD28,-2.2412095,-0.28161547,0.02501250158635229,0.14253699534140485,CD8 Central Memory,0.28161547
18634,Ruxolitinib phosphate,DNMT3A,-2.2502253,-0.5022399,0.02443464682287927,0.13988274878418958,CD8 Central Memory,0.5022399
18635,Ruxolitinib phosphate,RAB27A,-2.256584,-0.34456846,0.024034081745639486,0.13822365907169623,CD8 Central Memory,0.34456846
18636,Ruxolitinib phosphate,STIMATE,-2.2728894,-0.48432496,0.02303284116049445,0.1348661555264182,CD8 Central Memory,0.48432496
18637,Ruxolitinib phosphate,CD96,-2.2986875,-0.19441153,0.02152268675081664,0.12790625269056746,CD8 Central Memory,0.19441153
18638,Ruxolitinib phosphate,TRAC,-2.3009357,-0.30412993,0.02139525896053762,0.12775733580263612,CD8 Central Memory,0.30412993
18639,Ruxolitinib phosphate,ISG15,-2.3084073,-0.3485785,0.020976494621914397,0.1258589677314864,CD8 Central Memory,0.3485785
18640,Ruxolitinib phosphate,BLMH,-2.3299813,-0.4932228,0.019807134772407566,0.11999662231050798,CD8 Central Memory,0.4932228
18641,Ruxolitinib phosphate,STAT2,-2.3319118,-0.399927,0.019705336608991063,0.119962244331809,CD8 Central Memory,0.399927
18642,Ruxolitinib phosphate,CD52,-2.399064,-0.2519128,0.016437043010948782,0.10256714838832039,CD8 Central Memory,0.2519128
18643,Ruxolitinib phosphate,RNF167,-2.4172544,-0.40763986,0.015638085419993647,0.09906766804138108,CD8 Central Memory,0.40763986
18644,Ruxolitinib phosphate,ITGA1,-2.4472537,-0.72222465,0.01439494655809913,0.09212765797183443,CD8 Central Memory,0.72222465
18645,Ruxolitinib phosphate,DOCK8,-2.503755,-0.3365884,0.012288302968453867,0.07987396929495012,CD8 Central Memory,0.3365884
18646,Ruxolitinib phosphate,VEGFB,-2.5056856,-0.57045287,0.012221427239856461,0.07985518950440242,CD8 Central Memory,0.57045287
18647,Ruxolitinib phosphate,NR3C1,-2.5104773,-0.30417693,0.012056809977494337,0.07919420448375228,CD8 Central Memory,0.30417693
18648,Ruxolitinib phosphate,RAC2,-2.5511727,-0.3823019,0.010736107706528513,0.07165060116442558,CD8 Central Memory,0.3823019
18649,Ruxolitinib phosphate,G6PD,-2.5558965,-0.42943618,0.010591464548142636,0.07106531051656995,CD8 Central Memory,0.42943618
18650,Ruxolitinib phosphate,PLP2,-2.575404,-0.5418756,0.010012307869676544,0.06790956642041482,CD8 Central Memory,0.5418756
18651,Ruxolitinib phosphate,EDEM1,-2.5766757,-0.38882518,0.00997554980941744,0.06790956642041482,CD8 Central Memory,0.38882518
18652,Ruxolitinib phosphate,CD63,-2.5800822,-0.53807056,0.009877682246743676,0.06773267826338521,CD8 Central Memory,0.53807056
18653,Ruxolitinib phosphate,SLC35A3,-2.5861683,-0.44092718,0.009704953256035624,0.06719420649656506,CD8 Central Memory,0.44092718
18654,Ruxolitinib phosphate,BNIP3L,-2.6157134,-0.42500672,0.0089041242699609,0.062428916229838226,CD8 Central Memory,0.42500672
18655,Ruxolitinib phosphate,ERAP1,-2.6322687,-0.48101574,0.008481673774553479,0.06014277767410649,CD8 Central Memory,0.48101574
18656,Ruxolitinib phosphate,BECN1,-2.642965,-0.4778747,0.00821835348301057,0.0586754607256928,CD8 Central Memory,0.4778747
18657,Ruxolitinib phosphate,PIK3CA,-2.6766887,-0.46862367,0.007435367764758353,0.0541327411881138,CD8 Central Memory,0.46862367
18658,Ruxolitinib phosphate,RALA,-2.688543,-0.3185177,0.007176456400106389,0.052995370339247186,CD8 Central Memory,0.3185177
18659,Ruxolitinib phosphate,ATF6B,-2.7148862,-0.46257958,0.006629853658292242,0.04948046819427237,CD8 Central Memory,0.46257958
18660,Ruxolitinib phosphate,SLAMF1,-2.7473156,-0.39504814,0.0060085294151823645,0.04572344335455848,CD8 Central Memory,0.39504814
18661,Ruxolitinib phosphate,RPA2,-2.7613728,-0.49803486,0.005755893442251753,0.044341697629198686,CD8 Central Memory,0.49803486
18662,Ruxolitinib phosphate,UBE2L6,-2.7737496,-0.49181464,0.0055414326478232905,0.04322317465302167,CD8 Central Memory,0.49181464
18663,Ruxolitinib phosphate,CDC25B,-2.7937112,-0.42924654,0.005210698278842066,0.041157920582246196,CD8 Central Memory,0.42924654
18664,Ruxolitinib phosphate,KTN1,-2.8216894,-0.4662572,0.0047771409669709304,0.038463689850191746,CD8 Central Memory,0.4662572
18665,Ruxolitinib phosphate,POU2F2,-2.9090078,-0.48201758,0.003625777598323126,0.030479411823015633,CD8 Central Memory,0.48201758
18666,Ruxolitinib phosphate,PRKCQ,-2.9334433,-0.44169563,0.0033522480503976326,0.02845990181562072,CD8 Central Memory,0.44169563
18667,Ruxolitinib phosphate,LRBA,-2.938326,-0.43729815,0.0032998990792737007,0.02840189000643847,CD8 Central Memory,0.43729815
18668,Ruxolitinib phosphate,IRF4,-2.9567206,-0.38539264,0.003109296254824955,0.027135676405745063,CD8 Central Memory,0.38539264
18669,Ruxolitinib phosphate,FOXJ3,-2.9667583,-0.51547956,0.003009574082522581,0.026450341232311134,CD8 Central Memory,0.51547956
18670,Ruxolitinib phosphate,CD3G,-2.974275,-0.40984836,0.0029368154281528983,0.025993940810885227,CD8 Central Memory,0.40984836
18671,Ruxolitinib phosphate,CD81,-3.0094523,-0.49008164,0.0026171911130427063,0.023668510935342738,CD8 Central Memory,0.49008164
18672,Ruxolitinib phosphate,ALDOC,-3.0298455,-0.8160813,0.002446788016324979,0.022619195884248697,CD8 Central Memory,0.8160813
18673,Ruxolitinib phosphate,CDYL2,-3.0580056,-0.8381595,0.0022281550361888205,0.02075177227734066,CD8 Central Memory,0.8381595
18674,Ruxolitinib phosphate,KLRD1,-3.1009948,-0.33856282,0.0019287172066244206,0.018098038149378024,CD8 Central Memory,0.33856282
18675,Ruxolitinib phosphate,BTN3A2,-3.1658306,-0.42590192,0.0015464081314844657,0.01484551806225087,CD8 Central Memory,0.42590192
18676,Ruxolitinib phosphate,MFSD10,-3.1685557,-0.7754053,0.0015319835442788921,0.014821050102791144,CD8 Central Memory,0.7754053
18677,Ruxolitinib phosphate,APOBEC3G,-3.2148607,-0.35502404,0.001305078706394322,0.012824710437638692,CD8 Central Memory,0.35502404
18678,Ruxolitinib phosphate,DENND2D,-3.2376382,-0.8802027,0.0012052348715047142,0.012109910490205954,CD8 Central Memory,0.8802027
18679,Ruxolitinib phosphate,RUNX1,-3.2681372,-0.5139206,0.0010825782348870391,0.011165765596190287,CD8 Central Memory,0.5139206
18680,Ruxolitinib phosphate,CNDP2,-3.270045,-0.5239308,0.001075304020082137,0.011165765596190287,CD8 Central Memory,0.5239308
18681,Ruxolitinib phosphate,PRKCE,-3.3570907,-0.68120354,0.0007876724106425394,0.008401839046853753,CD8 Central Memory,0.68120354
18682,Ruxolitinib phosphate,CKLF,-3.3806407,-0.7388186,0.0007231705392784657,0.007847972461039349,CD8 Central Memory,0.7388186
18683,Ruxolitinib phosphate,IFI16,-3.445431,-0.45830792,0.0005701492759857516,0.0062416341792124385,CD8 Central Memory,0.45830792
18684,Ruxolitinib phosphate,VAV3,-3.5307736,-0.6028665,0.00041434599730068295,0.004832745837675255,CD8 Central Memory,0.6028665
18685,Ruxolitinib phosphate,ABCB1,-3.5664732,-0.49315888,0.0003618177470597359,0.004300462365052861,CD8 Central Memory,0.49315888
18686,Ruxolitinib phosphate,CD3D,-3.5849588,-0.38572922,0.00033713136895286756,0.004045576427434411,CD8 Central Memory,0.38572922
18687,Ruxolitinib phosphate,SPTAN1,-3.6180694,-0.20285495,0.0002968087875978832,0.0035962851157491094,CD8 Central Memory,0.20285495
18688,Ruxolitinib phosphate,GIMAP2,-3.7505572,-0.5600368,0.0001764420602458344,0.0022242393049171855,CD8 Central Memory,0.5600368
18689,Ruxolitinib phosphate,SEMA7A,-3.7621164,-0.56735295,0.0001684816220823859,0.0021455618812124245,CD8 Central Memory,0.56735295
18690,Ruxolitinib phosphate,PSMB10,-3.8119867,-0.674583,0.00013785433615983773,0.0017921063700778903,CD8 Central Memory,0.674583
18691,Ruxolitinib phosphate,TAP2,-3.820798,-0.49344128,0.00013302059763137144,0.0017474705878310693,CD8 Central Memory,0.49344128
18692,Ruxolitinib phosphate,EPB41L2,-3.871077,-0.9252447,0.00010835556182762606,0.0014540617329126594,CD8 Central Memory,0.9252447
18693,Ruxolitinib phosphate,PMAIP1,-3.9086158,-0.47772723,9.282639677836256e-05,0.0012871927019932944,CD8 Central Memory,0.47772723
18694,Ruxolitinib phosphate,AKT3,-3.9390013,-0.47714996,8.182146180320347e-05,0.001147339149779752,CD8 Central Memory,0.47714996
18695,Ruxolitinib phosphate,TIAM1,-4.066743,-0.84025085,4.767480504525492e-05,0.0006918390313543969,CD8 Central Memory,0.84025085
18696,Ruxolitinib phosphate,PSME1,-4.0879083,-0.42634496,4.352803864262808e-05,0.00064670228840476,CD8 Central Memory,0.42634496
18697,Ruxolitinib phosphate,S1PR1,-4.229843,-0.3763788,2.3385434503597602e-05,0.00036481277825612264,CD8 Central Memory,0.3763788
18698,Ruxolitinib phosphate,MALT1,-4.2348166,-0.5851166,2.2873839842917154e-05,0.00036134876106279254,CD8 Central Memory,0.5851166
18699,Ruxolitinib phosphate,DRAP1,-4.2868896,-0.53840274,1.811922782266463e-05,0.00029367267951539553,CD8 Central Memory,0.53840274
18700,Ruxolitinib phosphate,CCL5,-4.5622435,-0.20330574,5.060992600372173e-06,8.772387173978434e-05,CD8 Central Memory,0.20330574
18701,Ruxolitinib phosphate,BACH2,-4.5990105,-0.5165387,4.2450292970295385e-06,7.637878181625263e-05,CD8 Central Memory,0.5165387
18702,Ruxolitinib phosphate,AIM2,-4.600441,-1.015176,4.215975475984838e-06,7.637878181625263e-05,CD8 Central Memory,1.015176
18703,Ruxolitinib phosphate,EVL,-4.6229687,-0.49204287,3.782865397279743e-06,7.12542964507848e-05,CD8 Central Memory,0.49204287
18704,Ruxolitinib phosphate,PSMB9,-4.6996593,-0.6929064,2.6059607658240347e-06,5.0034446703821464e-05,CD8 Central Memory,0.6929064
18705,Ruxolitinib phosphate,CDK6,-4.7155333,-0.94543046,2.4107863753901697e-06,4.775653010296717e-05,CD8 Central Memory,0.94543046
18706,Ruxolitinib phosphate,GIMAP5,-5.3474503,-0.6018421,8.920192163913762e-08,2.182823494228309e-06,CD8 Central Memory,0.6018421
18707,Ruxolitinib phosphate,LAT,-5.5529947,-0.667041,2.8081649833463877e-08,7.301228956700607e-07,CD8 Central Memory,0.667041
18708,Ruxolitinib phosphate,IL2RG,-5.7387366,-0.17395267,9.53854879928955e-09,2.7054792957984906e-07,CD8 Central Memory,0.17395267
18709,Ruxolitinib phosphate,CD58,-5.8050714,-0.70906764,6.433864788452342e-09,1.911776965711553e-07,CD8 Central Memory,0.70906764
18710,Ruxolitinib phosphate,CD74,-6.033053,-0.21518452,1.608908008364339e-09,5.148505626765885e-08,CD8 Central Memory,0.21518452
18711,Ruxolitinib phosphate,SMAD3,-6.12296,-0.7743517,9.185270872803965e-10,3.098167040340364e-08,CD8 Central Memory,0.7743517
18712,Ruxolitinib phosphate,PTK2B,-6.1389933,-0.76674235,8.304619452666003e-10,2.878934743590881e-08,CD8 Central Memory,0.76674235
18713,Ruxolitinib phosphate,JAML,-6.390956,-0.7746344,1.6485183958387473e-10,6.8578365266891885e-09,CD8 Central Memory,0.7746344
18714,Ruxolitinib phosphate,SYNE2,-6.549628,-0.28886357,5.768062385340254e-11,2.5709078060373703e-09,CD8 Central Memory,0.28886357
18715,Ruxolitinib phosphate,IRF1,-6.6316776,-0.75905144,3.3189277030237044e-11,1.5930852974513782e-09,CD8 Central Memory,0.75905144
18716,Ruxolitinib phosphate,PIK3CD,-6.6502314,-0.7551611,2.9263260296449885e-11,1.4608219539987782e-09,CD8 Central Memory,0.7551611
18717,Ruxolitinib phosphate,STAT1,-7.6973023,-1.5047612,1.3896861413631469e-14,9.128043707480039e-13,CD8 Central Memory,1.5047612
18718,Ruxolitinib phosphate,NLRC5,-8.606367,-0.74971294,7.54122409138947e-18,7.239575127733891e-16,CD8 Central Memory,0.74971294
18719,Ruxolitinib phosphate,TXNIP,-9.303393,-1.121249,1.360338326304345e-20,3.3954044624556457e-18,CD8 Central Memory,1.121249
18720,Tofacitinib citrate,SELL,4.564894,0.52570677,4.997461628726311e-06,0.0012473664225300875,CD8 Central Memory,0.52570677
18721,Tofacitinib citrate,DDIT4,4.130325,0.5068602,3.622508069905162e-05,0.0056511125890520535,CD8 Central Memory,0.5068602
18722,Tofacitinib citrate,TGFB1,4.0189543,0.20258981,5.845703508086661e-05,0.007295437978092153,CD8 Central Memory,0.20258981
18723,Tofacitinib citrate,TNFAIP3,3.4831388,0.09496498,0.000495571491764964,0.04719856509150964,CD8 Central Memory,0.09496498
18724,Tofacitinib citrate,RBM6,3.448165,0.4497604,0.0005644094908250647,0.04719856509150964,CD8 Central Memory,0.4497604
18725,Tofacitinib citrate,JUNB,3.257601,0.22412296,0.0011235824585264552,0.07380162674952717,CD8 Central Memory,0.22412296
18726,Tofacitinib citrate,BCL2,3.169704,0.4009738,0.0015259427569705815,0.08537300081531887,CD8 Central Memory,0.4009738
18727,Tofacitinib citrate,RNPS1,3.086114,0.35895982,0.0020279109211376735,0.10545136789915902,CD8 Central Memory,0.35895982
18728,Tofacitinib citrate,MAVS,3.0614226,0.43272823,0.0022028800337798196,0.10996777128628858,CD8 Central Memory,0.43272823
18729,Tofacitinib citrate,CD7,3.0360997,0.21807103,0.0023966010819960488,0.11503685193581034,CD8 Central Memory,0.21807103
18730,Tofacitinib citrate,MCM6,2.994158,0.39791697,0.002752033232350141,0.12266205264189199,CD8 Central Memory,0.39791697
18731,Tofacitinib citrate,CLEC2D,2.9376044,0.082672685,0.0033075864001858857,0.13759559424773285,CD8 Central Memory,0.082672685
18732,Tofacitinib citrate,FTH1,2.844273,0.15597416,0.004451286863521647,0.17360018767734425,CD8 Central Memory,0.15597416
18733,Tofacitinib citrate,FOSL2,2.7583604,0.34404358,0.005809209607682908,0.2196937451632809,CD8 Central Memory,0.34404358
18734,Tofacitinib citrate,SPOCK2,2.7331054,0.13524413,0.00627402668044769,0.2202363926091492,CD8 Central Memory,0.13524413
18735,Tofacitinib citrate,TXNRD1,2.648726,0.34859177,0.008079580832063275,0.2585465866260248,CD8 Central Memory,0.34859177
18736,Tofacitinib citrate,ZFP36,2.6274846,0.30763298,0.008601873617060557,0.2683784568522894,CD8 Central Memory,0.30763298
18737,Tofacitinib citrate,CD69,2.535213,0.27190113,0.011237896076462561,0.333926054843459,CD8 Central Memory,0.27190113
18738,Tofacitinib citrate,BIRC3,2.4831693,0.10554348,0.013021916448426464,0.36934890290082334,CD8 Central Memory,0.10554348
18739,Tofacitinib citrate,ARID5B,2.4677005,0.28359124,0.013598402094240505,0.37712901808027005,CD8 Central Memory,0.28359124
18740,Tofacitinib citrate,ID2,2.419851,0.4344304,0.015526866394942608,0.421250636106269,CD8 Central Memory,0.4344304
18741,Tofacitinib citrate,SATB1,2.3641994,0.08699869,0.018069081145284292,0.466492585464277,CD8 Central Memory,0.08699869
18742,Tofacitinib citrate,IL21R,2.359171,0.23274949,0.01831581465364549,0.466492585464277,CD8 Central Memory,0.23274949
18743,Tofacitinib citrate,BTG1,2.332698,0.0942923,0.019663993274551282,0.4766174834004575,CD8 Central Memory,0.0942923
18744,Tofacitinib citrate,TIPARP,2.2883663,0.27632257,0.022116197805303647,0.5111299048336843,CD8 Central Memory,0.27632257
18745,Tofacitinib citrate,RRP12,2.2010782,0.34105894,0.027730492885681184,0.6179938414523235,CD8 Central Memory,0.34105894
18746,Tofacitinib citrate,CSNK1E,2.1520336,0.4779546,0.0313947160069448,0.6811842102937619,CD8 Central Memory,0.4779546
18747,Tofacitinib citrate,CEMIP2,2.1404207,0.26867044,0.0323207886194894,0.6811842102937619,CD8 Central Memory,0.26867044
18748,Tofacitinib citrate,REL,2.1369932,0.2905208,0.03259854918969676,0.6811842102937619,CD8 Central Memory,0.2905208
18749,Tofacitinib citrate,TBC1D9B,2.1014555,0.39759064,0.03560099909725986,0.7161218346463679,CD8 Central Memory,0.39759064
18750,Tofacitinib citrate,PRF1,2.0777788,0.38672656,0.03772973782855206,0.7357298876567652,CD8 Central Memory,0.38672656
18751,Tofacitinib citrate,MAP2K2,2.0662336,0.25691098,0.03880643008199815,0.7440721189214812,CD8 Central Memory,0.25691098
18752,Tofacitinib citrate,BIRC2,2.0418127,0.12722622,0.041170111180826106,0.7555926287304556,CD8 Central Memory,0.12722622
18753,Tofacitinib citrate,FOS,1.9714816,0.41635957,0.04866881629700119,0.8435928158146873,CD8 Central Memory,0.41635957
18754,Tofacitinib citrate,CSNK1A1,1.9626423,0.4846325,0.049687753734769136,0.8494563926163271,CD8 Central Memory,0.4846325
