,,group,reference,name,stat,meanchange,pval,padj,cell_type
CD4 Effector Memory,42,Gefitinib,DMSO control,VEGF,-3.528327057919509,-0.07946580647386314,0.00041819511040144434,0.003999551839061255,CD4 Effector Memory
CD4 Effector Memory,43,Gefitinib,DMSO control,MAPK,-3.4448555944814556,-0.08226132309516698,0.0005713645484373221,0.003999551839061255,CD4 Effector Memory
CD4 Effector Memory,44,Gefitinib,DMSO control,Androgen,-2.8995119504658997,-0.05639330639295126,0.00373744097558433,0.017441391219393542,CD4 Effector Memory
CD4 Effector Memory,45,Gefitinib,DMSO control,WNT,2.544075637111103,0.039775506129670735,0.010956735610106134,0.038348574635371474,CD4 Effector Memory
CD4 Effector Memory,46,Gefitinib,DMSO control,TNFa,1.9493902168109032,0.024713977103720364,0.051248841966628725,0.1434967575065604,CD4 Effector Memory
CD4 Effector Memory,47,Gefitinib,DMSO control,JAK-STAT,1.6715420589181915,0.02318575004112322,0.0946146584305936,0.1925169330273268,CD4 Effector Memory
CD4 Effector Memory,48,Gefitinib,DMSO control,Estrogen,-1.663269672841484,-0.03783292067036026,0.0962584665136634,0.1925169330273268,CD4 Effector Memory
CD4 Effector Memory,49,Gefitinib,DMSO control,p53,1.437591179597556,0.027574904514090726,0.1505500850421364,0.2634626488237387,CD4 Effector Memory
CD4 Effector Memory,50,Gefitinib,DMSO control,EGFR,-1.1803508518527126,-0.03355752644062093,0.23786070080729138,0.37000553458911994,CD4 Effector Memory
CD4 Effector Memory,51,Gefitinib,DMSO control,TGFb,-1.1052817923471887,-0.02248346215239784,0.26903750493862233,0.37665250691407126,CD4 Effector Memory
CD4 Effector Memory,52,Gefitinib,DMSO control,PI3K,0.6971069862243849,0.011715777399755267,0.48573584241185364,0.5564072067079425,CD4 Effector Memory
CD4 Effector Memory,53,Gefitinib,DMSO control,Hypoxia,0.6824312207484187,0.01791584731284246,0.49496631973197713,0.5564072067079425,CD4 Effector Memory
CD4 Effector Memory,54,Gefitinib,DMSO control,NFkB,0.6484965603787426,-0.007422972688241325,0.5166638348002324,0.5564072067079425,CD4 Effector Memory
CD4 Effector Memory,55,Gefitinib,DMSO control,Trail,-0.5373150414185156,-0.006864344124061894,0.5910500172859152,0.5910500172859152,CD4 Effector Memory
CD4 Effector Memory,56,Ruxolitinib phosphate,DMSO control,EGFR,38.17053212350762,0.9562913577414889,0.0,0.0,CD4 Effector Memory
CD4 Effector Memory,57,Ruxolitinib phosphate,DMSO control,MAPK,34.2027218027437,0.7648560856715054,2.2028343265542124e-256,1.5419840285879488e-255,CD4 Effector Memory
CD4 Effector Memory,58,Ruxolitinib phosphate,DMSO control,PI3K,29.735651791770533,0.6907386524344448,2.6584638345024695e-194,1.2406164561011524e-193,CD4 Effector Memory
CD4 Effector Memory,59,Ruxolitinib phosphate,DMSO control,TGFb,25.754408623958927,0.4580539769793173,2.8769842837972064e-146,1.0069444993290222e-145,CD4 Effector Memory
CD4 Effector Memory,60,Ruxolitinib phosphate,DMSO control,Hypoxia,19.593636148228075,0.5271582902751151,1.7521786297581322e-85,4.90610016332277e-85,CD4 Effector Memory
CD4 Effector Memory,61,Ruxolitinib phosphate,DMSO control,NFkB,16.961064123852758,0.376559086848296,1.5943078802279956e-64,3.72005172053199e-64,CD4 Effector Memory
CD4 Effector Memory,62,Ruxolitinib phosphate,DMSO control,Estrogen,13.9258558090716,0.25216528732729726,4.412245827237925e-44,8.82449165447585e-44,CD4 Effector Memory
CD4 Effector Memory,63,Ruxolitinib phosphate,DMSO control,JAK-STAT,-13.824045468328986,-0.3395662751811447,1.8251744899113747e-43,3.1940553573449057e-43,CD4 Effector Memory
CD4 Effector Memory,64,Ruxolitinib phosphate,DMSO control,Androgen,13.026702922222434,0.27421170476190493,8.625499791773947e-39,1.3417444120537252e-38,CD4 Effector Memory
CD4 Effector Memory,65,Ruxolitinib phosphate,DMSO control,TNFa,10.138009064163134,0.19736161329182966,3.746573876723789e-24,5.245203427413304e-24,CD4 Effector Memory
CD4 Effector Memory,66,Ruxolitinib phosphate,DMSO control,WNT,-7.222582510494082,-0.11156569400793537,5.100943460706292e-13,6.492109859080735e-13,CD4 Effector Memory
CD4 Effector Memory,67,Ruxolitinib phosphate,DMSO control,VEGF,5.261353591910445,0.10794832124975429,1.429987312540195e-07,1.6683185312968942e-07,CD4 Effector Memory
CD4 Effector Memory,68,Ruxolitinib phosphate,DMSO control,Trail,4.325642746326301,0.06257995216076095,1.5208774138012372e-05,1.63786798409364e-05,CD4 Effector Memory
CD4 Effector Memory,69,Ruxolitinib phosphate,DMSO control,p53,-0.622848532972247,-0.0014374419411087302,0.533384061811692,0.533384061811692,CD4 Effector Memory
CD4 Effector Memory,70,Gefitinib hydrochloride,DMSO control,JAK-STAT,3.377996752191758,0.08139227080284972,0.0007301594302799287,0.010222232023919002,CD4 Effector Memory
CD4 Effector Memory,71,Gefitinib hydrochloride,DMSO control,MAPK,-2.7615006082156923,-0.06789572950563016,0.005753640943302021,0.04027548660311414,CD4 Effector Memory
CD4 Effector Memory,72,Gefitinib hydrochloride,DMSO control,NFkB,2.3545564188909105,0.033920697248292386,0.018544828284183103,0.08654253199285449,CD4 Effector Memory
CD4 Effector Memory,73,Gefitinib hydrochloride,DMSO control,TNFa,1.946052865749059,0.032018356320746566,0.05164838961123269,0.18076936363931442,CD4 Effector Memory
CD4 Effector Memory,74,Gefitinib hydrochloride,DMSO control,Estrogen,-1.5396561126579291,-0.035633164073062495,0.12364419990653117,0.34620375973828726,CD4 Effector Memory
CD4 Effector Memory,75,Gefitinib hydrochloride,DMSO control,PI3K,0.9175197165775698,0.022059218790981938,0.3588703659779727,0.8373641872819364,CD4 Effector Memory
CD4 Effector Memory,76,Gefitinib hydrochloride,DMSO control,EGFR,-0.7241751922377412,-0.025382249269372714,0.46895818665986033,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,77,Gefitinib hydrochloride,DMSO control,Trail,0.5359068947917769,0.009552854991143667,0.5920228990837141,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,78,Gefitinib hydrochloride,DMSO control,Hypoxia,0.43967424050646203,0.005823809435815175,0.6601730619785682,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,79,Gefitinib hydrochloride,DMSO control,WNT,-0.3569118353643424,-0.0013069164643305653,0.7211578091055082,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,80,Gefitinib hydrochloride,DMSO control,p53,0.2778487720435682,0.01222243841320525,0.7811284499434816,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,81,Gefitinib hydrochloride,DMSO control,Androgen,-0.2719430963108373,-0.009009738318080607,0.7856657734116406,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,82,Gefitinib hydrochloride,DMSO control,VEGF,-0.11418192715839036,-0.00412263320532702,0.9090935782414177,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,83,Gefitinib hydrochloride,DMSO control,TGFb,-0.11041622942993554,-0.003728052694397438,0.9120792826034406,0.9120792826034406,CD4 Effector Memory
CD4 Effector Memory,84,Erlotinib hydrochloride,DMSO control,Hypoxia,-8.983458009293432,-0.23073224426820138,2.6238762186139553e-19,3.6734267060595375e-18,CD4 Effector Memory
CD4 Effector Memory,85,Erlotinib hydrochloride,DMSO control,TGFb,-5.941460933699852,-0.10052899928036442,2.8249306411190857e-09,1.97745144878336e-08,CD4 Effector Memory
CD4 Effector Memory,86,Erlotinib hydrochloride,DMSO control,MAPK,-5.344554144346507,-0.11917908048378045,9.063988017210193e-08,4.22986107469809e-07,CD4 Effector Memory
CD4 Effector Memory,87,Erlotinib hydrochloride,DMSO control,EGFR,-4.026884114581876,-0.09647763008852994,5.652087146764453e-05,0.00019782305013675585,CD4 Effector Memory
CD4 Effector Memory,88,Erlotinib hydrochloride,DMSO control,VEGF,-3.955425906539437,-0.08562990479183963,7.639842386936945e-05,0.00021391558683423443,CD4 Effector Memory
CD4 Effector Memory,89,Erlotinib hydrochloride,DMSO control,JAK-STAT,3.8321359229735577,0.06810862899804015,0.00012703551607648456,0.000296416204178464,CD4 Effector Memory
CD4 Effector Memory,90,Erlotinib hydrochloride,DMSO control,Androgen,-3.0448460738624683,-0.05655110750060355,0.0023279942302554643,0.004655988460510929,CD4 Effector Memory
CD4 Effector Memory,91,Erlotinib hydrochloride,DMSO control,Estrogen,2.7312896561989755,0.044250796337181875,0.006308699775549058,0.011040224607210852,CD4 Effector Memory
CD4 Effector Memory,92,Erlotinib hydrochloride,DMSO control,TNFa,1.8383702806273898,0.03846420806808304,0.0660078613201535,0.10267889538690544,CD4 Effector Memory
CD4 Effector Memory,93,Erlotinib hydrochloride,DMSO control,WNT,1.5222814200582193,0.02180057463000218,0.12793858152475865,0.1791140141346621,CD4 Effector Memory
CD4 Effector Memory,94,Erlotinib hydrochloride,DMSO control,p53,1.4086713662831205,0.0325729672286581,0.15893236548585365,0.20227755607290465,CD4 Effector Memory
CD4 Effector Memory,95,Erlotinib hydrochloride,DMSO control,Trail,-1.2369983945719287,-0.02396493401690697,0.21608767864553324,0.25210229175312215,CD4 Effector Memory
CD4 Effector Memory,96,Erlotinib hydrochloride,DMSO control,NFkB,-1.0341197283716974,-0.026955365826060618,0.3010801944355762,0.32276801774356356,CD4 Effector Memory
CD4 Effector Memory,97,Erlotinib hydrochloride,DMSO control,PI3K,-0.9887856681983518,-0.02311795880527756,0.32276801774356356,0.32276801774356356,CD4 Effector Memory
CD4 Effector Memory,98,Erlotinib,DMSO control,Hypoxia,-9.364933977067041,-0.24503481906004465,7.609785340590824e-21,1.0653699476827153e-19,CD4 Effector Memory
CD4 Effector Memory,99,Erlotinib,DMSO control,EGFR,-9.03091770727194,-0.20408280350864372,1.7023807670236082e-19,1.1916665369165258e-18,CD4 Effector Memory
CD4 Effector Memory,100,Erlotinib,DMSO control,MAPK,-8.83547484702086,-0.19215824112345814,9.967396033410014e-19,4.651451482258007e-18,CD4 Effector Memory
CD4 Effector Memory,101,Erlotinib,DMSO control,TGFb,-7.0033138158519765,-0.11358480542346132,2.4997804185443124e-12,8.749231464905093e-12,CD4 Effector Memory
CD4 Effector Memory,102,Erlotinib,DMSO control,NFkB,-4.8585106200553945,-0.11278994155698618,1.182720660038651e-06,3.311617848108223e-06,CD4 Effector Memory
CD4 Effector Memory,103,Erlotinib,DMSO control,JAK-STAT,4.570912684949273,0.08186272516774784,4.856045993000462e-06,1.1330773983667745e-05,CD4 Effector Memory
CD4 Effector Memory,104,Erlotinib,DMSO control,Androgen,-3.91602268590354,-0.0805819415070762,9.002178089846118e-05,0.00018004356179692236,CD4 Effector Memory
CD4 Effector Memory,105,Erlotinib,DMSO control,Estrogen,-2.5317566402049825,-0.0498508260558328,0.011349272964084453,0.019861227687147792,CD4 Effector Memory
CD4 Effector Memory,106,Erlotinib,DMSO control,TNFa,-2.283603803514911,-0.04331324291738925,0.02239482605254999,0.03483639608174443,CD4 Effector Memory
CD4 Effector Memory,107,Erlotinib,DMSO control,PI3K,-1.7212009381943594,-0.04634268074167902,0.08521436765195126,0.11930011471273175,CD4 Effector Memory
CD4 Effector Memory,108,Erlotinib,DMSO control,Trail,-1.5888842168350714,-0.021366530574359333,0.11208653512990921,0.142655590165339,CD4 Effector Memory
CD4 Effector Memory,109,Erlotinib,DMSO control,p53,1.3817144354332747,0.031191782980636074,0.16705940024846122,0.19490263362320476,CD4 Effector Memory
CD4 Effector Memory,110,Erlotinib,DMSO control,VEGF,0.25608729600814284,-0.004158952633519952,0.7978834313031701,0.7989496949684456,CD4 Effector Memory
CD4 Effector Memory,111,Erlotinib,DMSO control,WNT,-0.25470663017966794,0.0023855041027637247,0.7989496949684456,0.7989496949684456,CD4 Effector Memory
CD4 Effector Memory,112,Canertinib dihydrochloride,DMSO control,TNFa,17.86237834274527,0.357683556337248,2.3155876778335233e-71,3.2418227489669326e-70,CD4 Effector Memory
CD4 Effector Memory,113,Canertinib dihydrochloride,DMSO control,p53,16.638306117333183,0.33164681464219825,3.6787805432462743e-62,2.575146380272392e-61,CD4 Effector Memory
CD4 Effector Memory,114,Canertinib dihydrochloride,DMSO control,MAPK,-14.649557127354552,-0.30282900112002453,1.3559664392824991e-48,6.327843383318329e-48,CD4 Effector Memory
CD4 Effector Memory,115,Canertinib dihydrochloride,DMSO control,NFkB,14.468356239583876,0.3118657081313345,1.9200603625514098e-47,6.720211268929935e-47,CD4 Effector Memory
CD4 Effector Memory,116,Canertinib dihydrochloride,DMSO control,PI3K,-13.2649613995164,-0.29304510429895014,3.696111264272932e-40,1.0349111539964209e-39,CD4 Effector Memory
CD4 Effector Memory,117,Canertinib dihydrochloride,DMSO control,TGFb,-11.720776194446875,-0.19388203819466482,9.975379396800446e-32,2.327588525920104e-31,CD4 Effector Memory
CD4 Effector Memory,118,Canertinib dihydrochloride,DMSO control,WNT,10.326808006896446,0.155940001770572,5.330495155093516e-25,1.0660990310187032e-24,CD4 Effector Memory
CD4 Effector Memory,119,Canertinib dihydrochloride,DMSO control,JAK-STAT,9.485895461783654,0.15742344642954176,2.4031082134454136e-21,4.205439373529474e-21,CD4 Effector Memory
CD4 Effector Memory,120,Canertinib dihydrochloride,DMSO control,EGFR,-8.826940686926894,-0.19481499755364506,1.0757781433094756e-18,1.6734326673702954e-18,CD4 Effector Memory
CD4 Effector Memory,121,Canertinib dihydrochloride,DMSO control,VEGF,-7.675271517986276,-0.16517709418063964,1.650686317154067e-14,2.3109608440156936e-14,CD4 Effector Memory
CD4 Effector Memory,122,Canertinib dihydrochloride,DMSO control,Hypoxia,-6.67580014413281,-0.1724296288909417,2.4588686895968057e-11,3.129469241305025e-11,CD4 Effector Memory
CD4 Effector Memory,123,Canertinib dihydrochloride,DMSO control,Estrogen,-3.1512882797195703,-0.062252777386049285,0.0016255196432332763,0.0018964395837721558,CD4 Effector Memory
CD4 Effector Memory,124,Canertinib dihydrochloride,DMSO control,Trail,1.4217956967992496,0.025991993180407347,0.1550855691957328,0.1670152283646353,CD4 Effector Memory
CD4 Effector Memory,125,Canertinib dihydrochloride,DMSO control,Androgen,0.042707496833259063,0.0016452457287903233,0.9659347034152045,0.9659347034152045,CD4 Effector Memory
CD4 Effector Memory,126,Afatinib dimaleate,DMSO control,TNFa,13.10903920647286,0.25284736046927225,2.922776428973076e-39,4.091887000562307e-38,CD4 Effector Memory
CD4 Effector Memory,127,Afatinib dimaleate,DMSO control,NFkB,12.864154618032636,0.281152134864078,7.162122097885886e-38,5.01348546852012e-37,CD4 Effector Memory
CD4 Effector Memory,128,Afatinib dimaleate,DMSO control,WNT,9.368249109011819,0.1420551665922185,7.37456700395329e-21,3.441464601844869e-20,CD4 Effector Memory
CD4 Effector Memory,129,Afatinib dimaleate,DMSO control,VEGF,-8.568848919581027,-0.19002736726637348,1.0452455878744711e-17,3.658359557560649e-17,CD4 Effector Memory
CD4 Effector Memory,130,Afatinib dimaleate,DMSO control,EGFR,8.531798607347662,0.1853043774624097,1.440897356591734e-17,4.034512598456855e-17,CD4 Effector Memory
CD4 Effector Memory,131,Afatinib dimaleate,DMSO control,JAK-STAT,7.575157102220862,0.18677604088429334,3.586933035487153e-14,8.369510416136691e-14,CD4 Effector Memory
CD4 Effector Memory,132,Afatinib dimaleate,DMSO control,Hypoxia,4.93372987279028,0.12435845365530573,8.067399411622777e-07,1.6134798823245555e-06,CD4 Effector Memory
CD4 Effector Memory,133,Afatinib dimaleate,DMSO control,Trail,4.726000307781445,0.0755171440973309,2.2898530065396725e-06,4.007242761444427e-06,CD4 Effector Memory
CD4 Effector Memory,134,Afatinib dimaleate,DMSO control,p53,4.662999070305019,0.09599360677850921,3.116341615967133e-06,4.847642513726651e-06,CD4 Effector Memory
CD4 Effector Memory,135,Afatinib dimaleate,DMSO control,PI3K,2.8487554015136674,0.05831072815553895,0.004389060952701463,0.0061446853337820476,CD4 Effector Memory
CD4 Effector Memory,136,Afatinib dimaleate,DMSO control,Estrogen,2.139267227450895,0.03465642768341537,0.0324140322876027,0.041254222911494345,CD4 Effector Memory
CD4 Effector Memory,137,Afatinib dimaleate,DMSO control,MAPK,1.7123073175171684,0.0265386283722866,0.0868400488698563,0.1013133903481657,CD4 Effector Memory
CD4 Effector Memory,138,Afatinib dimaleate,DMSO control,TGFb,0.8046182974655413,0.011764342453885641,0.4210399800312461,0.4534276708028804,CD4 Effector Memory
CD4 Effector Memory,139,Afatinib dimaleate,DMSO control,Androgen,-0.041064241490866904,-0.0031234267591101483,0.9672446817009287,0.9672446817009287,CD4 Effector Memory
CD4 Effector Memory,140,IL-6 control,DMSO control,MAPK,-4.087116152127233,-0.09723652451512876,4.367684790355137e-05,0.0006114758706497192,CD4 Effector Memory
CD4 Effector Memory,141,IL-6 control,DMSO control,EGFR,-3.090273175134555,-0.07528153844057339,0.00199972479839393,0.01399807358875751,CD4 Effector Memory
CD4 Effector Memory,142,IL-6 control,DMSO control,JAK-STAT,2.545992646837371,0.044676131947530395,0.010896748367831827,0.050851492383215194,CD4 Effector Memory
CD4 Effector Memory,143,IL-6 control,DMSO control,Hypoxia,-2.3908978404811334,-0.062182870607513596,0.016807228794919585,0.05882530078221855,CD4 Effector Memory
CD4 Effector Memory,144,IL-6 control,DMSO control,NFkB,-1.6573863287791517,-0.053026421765192566,0.09744139361840326,0.2728359021315291,CD4 Effector Memory
CD4 Effector Memory,145,IL-6 control,DMSO control,TNFa,-1.4426114938658223,-0.03676853325737417,0.14912994373311872,0.34796986871061036,CD4 Effector Memory
CD4 Effector Memory,146,IL-6 control,DMSO control,Trail,-1.3418681420883651,-0.016936587949895276,0.17963875296202847,0.3549530678541538,CD4 Effector Memory
CD4 Effector Memory,147,IL-6 control,DMSO control,TGFb,-1.2735291808165166,-0.02427803412244589,0.2028303244880879,0.3549530678541538,CD4 Effector Memory
CD4 Effector Memory,148,IL-6 control,DMSO control,PI3K,-0.9751290380310567,-0.02032253709211157,0.3294962562913224,0.47683875904224543,CD4 Effector Memory
CD4 Effector Memory,149,IL-6 control,DMSO control,Estrogen,-0.9529821524336982,-0.02108681718425931,0.3405991136016039,0.47683875904224543,CD4 Effector Memory
CD4 Effector Memory,150,IL-6 control,DMSO control,WNT,-0.7399890594443669,-0.004260833878884762,0.4593066328511286,0.556448333499059,CD4 Effector Memory
CD4 Effector Memory,151,IL-6 control,DMSO control,Androgen,0.658944779592981,0.01009648237547045,0.5099312291428376,0.556448333499059,CD4 Effector Memory
CD4 Effector Memory,152,IL-6 control,DMSO control,VEGF,0.6484374977794976,0.008872104988781437,0.5167020239634119,0.556448333499059,CD4 Effector Memory
CD4 Effector Memory,153,IL-6 control,DMSO control,p53,0.5695912546941654,0.011991084573443,0.56895496132497,0.56895496132497,CD4 Effector Memory
CD4 Effector Memory,154,NVP-BSK805,DMSO control,MAPK,17.47639947379665,0.36181329185759425,2.167613002966363e-68,3.034658204152908e-67,CD4 Effector Memory
CD4 Effector Memory,155,NVP-BSK805,DMSO control,EGFR,16.371054050207235,0.3752012438261749,3.078360305725879e-60,2.1548522140081153e-59,CD4 Effector Memory
CD4 Effector Memory,156,NVP-BSK805,DMSO control,JAK-STAT,-13.84756624788887,-0.3638237557188626,1.3159567585551196e-43,6.141131539923892e-43,CD4 Effector Memory
CD4 Effector Memory,157,NVP-BSK805,DMSO control,TGFb,13.028558808681607,0.22445497494811767,8.418269444849261e-39,2.946394305697241e-38,CD4 Effector Memory
CD4 Effector Memory,158,NVP-BSK805,DMSO control,NFkB,12.152851118949435,0.27621723041426116,5.539935996769031e-34,1.5511820790953287e-33,CD4 Effector Memory
CD4 Effector Memory,159,NVP-BSK805,DMSO control,TNFa,9.68585725939179,0.19285705929184926,3.4629105234205845e-22,8.080124554648031e-22,CD4 Effector Memory
CD4 Effector Memory,160,NVP-BSK805,DMSO control,Hypoxia,9.51496566138767,0.24527354964962234,1.8177291769011298e-21,3.6354583538022595e-21,CD4 Effector Memory
CD4 Effector Memory,161,NVP-BSK805,DMSO control,PI3K,8.103597054249631,0.1748667609748072,5.335762432092642e-16,9.337584256162123e-16,CD4 Effector Memory
CD4 Effector Memory,162,NVP-BSK805,DMSO control,Estrogen,6.739782386757406,0.11379280400268943,1.586240233307462e-11,2.4674848073671634e-11,CD4 Effector Memory
CD4 Effector Memory,163,NVP-BSK805,DMSO control,p53,-3.072077339613477,-0.05852550069993967,0.002125746403500039,0.002976044964900054,CD4 Effector Memory
CD4 Effector Memory,164,NVP-BSK805,DMSO control,Androgen,2.74380730215969,0.05898433390913227,0.00607311759546614,0.007729422394229633,CD4 Effector Memory
CD4 Effector Memory,165,NVP-BSK805,DMSO control,WNT,2.049083098563268,0.03226632320389733,0.040453989886135584,0.04719632153382485,CD4 Effector Memory
CD4 Effector Memory,166,NVP-BSK805,DMSO control,VEGF,1.5126485270416878,0.02326760685358309,0.13036896075943313,0.1403973423563126,CD4 Effector Memory
CD4 Effector Memory,167,NVP-BSK805,DMSO control,Trail,-0.009094733938046154,-0.014837479509005935,0.9927435522415552,0.9927435522415552,CD4 Effector Memory
CD4 Effector Memory,168,Baricitinib phosphate,DMSO control,MAPK,12.096859941354213,0.24525387968469703,1.0972860437134456e-33,1.1594037305898519e-32,CD4 Effector Memory
CD4 Effector Memory,169,Baricitinib phosphate,DMSO control,EGFR,12.06300417107759,0.2661508559338932,1.6562910436997885e-33,1.1594037305898519e-32,CD4 Effector Memory
CD4 Effector Memory,170,Baricitinib phosphate,DMSO control,PI3K,11.626962012160046,0.2531479508090282,3.0060648099058636e-31,1.4028302446227365e-30,CD4 Effector Memory
CD4 Effector Memory,171,Baricitinib phosphate,DMSO control,JAK-STAT,-7.822211904169892,-0.19413794193120038,5.1903140658072956e-15,1.8166099230325535e-14,CD4 Effector Memory
CD4 Effector Memory,172,Baricitinib phosphate,DMSO control,TGFb,7.428930507214629,0.12361573938307349,1.0947924116435574e-13,3.0654187526019606e-13,CD4 Effector Memory
CD4 Effector Memory,173,Baricitinib phosphate,DMSO control,Estrogen,5.04931510635249,0.08747346053115246,4.433968452761423e-07,1.0345926389776655e-06,CD4 Effector Memory
CD4 Effector Memory,174,Baricitinib phosphate,DMSO control,VEGF,4.961626141055378,0.0982149793570879,6.990544908822873e-07,1.3981089817645746e-06,CD4 Effector Memory
CD4 Effector Memory,175,Baricitinib phosphate,DMSO control,Trail,-2.974284024882202,-0.05169112286714034,0.002936731082350533,0.005139279394113432,CD4 Effector Memory
CD4 Effector Memory,176,Baricitinib phosphate,DMSO control,WNT,-2.0625640931103617,-0.028614124356011406,0.03915406220604496,0.06090631898718105,CD4 Effector Memory
CD4 Effector Memory,177,Baricitinib phosphate,DMSO control,NFkB,1.7134044096768877,0.01878546409803894,0.08663816561036267,0.12129343185450772,CD4 Effector Memory
CD4 Effector Memory,178,Baricitinib phosphate,DMSO control,Androgen,1.3859695455822076,0.0345416651318482,0.16575620301041172,0.19699887667072566,CD4 Effector Memory
CD4 Effector Memory,179,Baricitinib phosphate,DMSO control,TNFa,1.375888422919194,0.017477169945508297,0.16885618000347913,0.19699887667072566,CD4 Effector Memory
CD4 Effector Memory,180,Baricitinib phosphate,DMSO control,Hypoxia,-0.5100039955218554,-0.01693585469405612,0.6100486626001775,0.6569754828001911,CD4 Effector Memory
CD4 Effector Memory,181,Baricitinib phosphate,DMSO control,p53,-0.29806519340310056,-0.0017321276180100043,0.7656534064213573,0.7656534064213573,CD4 Effector Memory
CD4 Effector Memory,182,Tofacitinib citrate,DMSO control,VEGF,3.947450461074824,0.07622804821197837,7.898785523556166e-05,0.0008960650143099958,CD4 Effector Memory
CD4 Effector Memory,183,Tofacitinib citrate,DMSO control,JAK-STAT,-3.830257392960514,-0.08370135540764778,0.00012800928775857082,0.0008960650143099958,CD4 Effector Memory
CD4 Effector Memory,184,Tofacitinib citrate,DMSO control,Trail,3.5031762666948865,0.06434305831130904,0.000459745122211832,0.0021454772369885492,CD4 Effector Memory
CD4 Effector Memory,185,Tofacitinib citrate,DMSO control,MAPK,3.125175648803514,0.05486806320901394,0.00177698917754162,0.00621946212139567,CD4 Effector Memory
CD4 Effector Memory,186,Tofacitinib citrate,DMSO control,Estrogen,2.9602414824267815,0.04792568279478848,0.0030739798902747048,0.008607143692769173,CD4 Effector Memory
CD4 Effector Memory,187,Tofacitinib citrate,DMSO control,NFkB,2.884807613270589,0.05419449235425855,0.003916529219722322,0.009138568179352085,CD4 Effector Memory
CD4 Effector Memory,188,Tofacitinib citrate,DMSO control,EGFR,2.709523294146626,0.05117449562526888,0.006737997351956043,0.013475994703912086,CD4 Effector Memory
CD4 Effector Memory,189,Tofacitinib citrate,DMSO control,TNFa,2.433557252944486,0.04087927739099895,0.014951270711760037,0.026164723745580064,CD4 Effector Memory
CD4 Effector Memory,190,Tofacitinib citrate,DMSO control,PI3K,1.7445956679481331,0.03722516008629134,0.08105527544824498,0.1260859840306033,CD4 Effector Memory
CD4 Effector Memory,191,Tofacitinib citrate,DMSO control,TGFb,1.1873010654590679,0.018059029702573434,0.2351088879949509,0.32915244319293124,CD4 Effector Memory
CD4 Effector Memory,192,Tofacitinib citrate,DMSO control,Hypoxia,-0.5392022094978436,-0.016090718784404157,0.5897473359548273,0.750587518487962,CD4 Effector Memory
CD4 Effector Memory,193,Tofacitinib citrate,DMSO control,WNT,-0.24543716546109637,-4.040364270929686e-07,0.8061179549773692,0.9404709474735974,CD4 Effector Memory
CD4 Effector Memory,194,Tofacitinib citrate,DMSO control,p53,-0.1013011012976965,0.003093233406415763,0.9193114419838387,0.9837967816821076,CD4 Effector Memory
CD4 Effector Memory,195,Tofacitinib citrate,DMSO control,Androgen,-0.020309118618975035,-0.0017745399788013927,0.9837967816821076,0.9837967816821076,CD4 Effector Memory
CD4 Effector Memory,196,Canertinib,DMSO control,p53,17.404545577227715,0.34895268181327,7.620833708732822e-68,1.066916719222595e-66,CD4 Effector Memory
CD4 Effector Memory,197,Canertinib,DMSO control,TNFa,17.002133603889806,0.3257746582802157,7.918465107116022e-65,5.542925574981215e-64,CD4 Effector Memory
CD4 Effector Memory,198,Canertinib,DMSO control,NFkB,13.877225841883112,0.2848132653517017,8.704831059404474e-44,4.062254494388755e-43,CD4 Effector Memory
CD4 Effector Memory,199,Canertinib,DMSO control,MAPK,-12.723966158487412,-0.2698184442714271,4.35196857187259e-37,1.5231890001554064e-36,CD4 Effector Memory
CD4 Effector Memory,200,Canertinib,DMSO control,TGFb,-12.268240436860632,-0.20734021535453057,1.3413667698996683e-34,3.7558269557190707e-34,CD4 Effector Memory
CD4 Effector Memory,201,Canertinib,DMSO control,PI3K,-11.759565335526014,-0.2608115794731639,6.305808400168663e-32,1.471355293372688e-31,CD4 Effector Memory
CD4 Effector Memory,202,Canertinib,DMSO control,WNT,11.37093311943456,0.17447126877986696,5.8360320656789155e-30,1.1672064131357831e-29,CD4 Effector Memory
CD4 Effector Memory,203,Canertinib,DMSO control,JAK-STAT,8.573923955943894,0.1320299640255761,1.0001748163393606e-17,1.750305928593881e-17,CD4 Effector Memory
CD4 Effector Memory,204,Canertinib,DMSO control,VEGF,-8.11869510056398,-0.17370439205060428,4.712227094590614e-16,7.330131036029844e-16,CD4 Effector Memory
CD4 Effector Memory,205,Canertinib,DMSO control,Hypoxia,-6.630779437694857,-0.17305145745443573,3.3391887862162136e-11,4.674864300702699e-11,CD4 Effector Memory
CD4 Effector Memory,206,Canertinib,DMSO control,EGFR,-5.625834328989078,-0.13654127515978853,1.8461346669183713e-08,2.3496259397142906e-08,CD4 Effector Memory
CD4 Effector Memory,207,Canertinib,DMSO control,Trail,4.384496822232018,0.07893994766082174,1.1625417979915304e-05,1.3562987643234521e-05,CD4 Effector Memory
